project,project_root,source,slice_mode,slice_file,entry,mode,epat_mode,returncode,timeout,seconds,summary_ok,has_function_summaries,has_program_summary,entry_seen,worst_mems,weighted_avg_mems,function_count,summary_case_count,call_edge_count,mems,dfs_time,dp_time,reason,notes,original_returncode,original_timeout,original_log,log,cmd
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__hex_digit_to_int__closure.c,hex_digit_to_int,summary,pafi-rs,0,false,0.134150,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_hex_digit_to_int_summary_closure.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__hex_digit_to_int__closure.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__is_hex_digit__closure.c,is_hex_digit,summary,pafi-rs,0,false,0.130270,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_is_hex_digit_summary_closure.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__is_hex_digit__closure.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__closure.c,sdsAllocPtr,summary,pafi-rs,0,false,0.121240,false,true,true,true,N/A,N/A,2,1,0,,,,entry function has no available summary path,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocPtr_summary_closure.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__closure.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,entry_only,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__entry_only.c,sdsAllocPtr,summary,pafi-rs,0,false,0.097441,false,true,true,true,N/A,N/A,1,0,0,,,,entry function has no available summary path,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocPtr_summary_entry_only.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__entry_only.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,type_erased,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__type_erased.c,sdsAllocPtr,summary,pafi-rs,-11,false,0.392379,false,false,false,false,,,,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocPtr_summary_type_erased.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__type_erased.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,auto_compat,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__auto_compat.c,sdsAllocPtr,summary,pafi-rs,0,false,0.141868,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,2,0,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocPtr_summary_auto_compat.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__auto_compat.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__closure.c,sdsAllocSize,summary,pafi-rs,0,false,0.113221,false,true,true,true,N/A,N/A,4,0,0,,,,entry function has no available summary path,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocSize_summary_closure.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__closure.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,entry_only,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__entry_only.c,sdsAllocSize,summary,pafi-rs,0,false,0.091611,false,true,true,true,N/A,N/A,1,0,0,,,,entry function has no available summary path,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocSize_summary_entry_only.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__entry_only.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,type_erased,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__type_erased.c,sdsAllocSize,summary,pafi-rs,-11,false,0.384254,false,false,false,false,,,,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocSize_summary_type_erased.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__type_erased.c
sds,/home/zhangliwei/eppather/testcase/sds,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,auto_compat,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__auto_compat.c,sdsAllocSize,summary,pafi-rs,0,false,0.168589,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,2,0,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_181840/sds/sds_sds_sds_flat_sdsAllocSize_summary_auto_compat.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__auto_compat.c
