project,project_root,source,slice_mode,slice_file,entry,mode,returncode,timeout,seconds,summary_ok,has_function_summaries,has_program_summary,entry_seen,worst_mems,weighted_avg_mems,function_count,summary_case_count,call_edge_count,mems,dfs_time,dp_time,reason,notes,log,cmd
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,closure,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__closure.c,list_rpush,summary,-11,false,0.379299,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_rpush_summary_closure.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__closure.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,entry_only,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__entry_only.c,list_rpush,summary,-11,false,0.373962,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_rpush_summary_entry_only.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__entry_only.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,type_erased,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__type_erased.c,list_rpush,summary,-11,false,0.503685,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_rpush_summary_type_erased.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__type_erased.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,compat_entry,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__compat_entry.c,list_rpush,summary,-11,false,0.373912,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_rpush_summary_compat_entry.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__compat_entry.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,closure,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__closure.c,list_lpush,summary,-11,false,0.489535,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_lpush_summary_closure.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__closure.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,entry_only,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__entry_only.c,list_lpush,summary,-11,false,0.358737,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_lpush_summary_entry_only.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__entry_only.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,type_erased,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__type_erased.c,list_lpush,summary,-11,false,0.426012,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_lpush_summary_type_erased.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__type_erased.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,compat_entry,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__compat_entry.c,list_lpush,summary,-11,false,0.492036,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_lpush_summary_compat_entry.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__compat_entry.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,closure,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpop__closure.c,list_rpop,summary,-11,false,0.518762,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_rpop_summary_closure.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpop__closure.c
list,/home/zhangliwei/eppather/testcase/clib,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/list_list_flat.c,entry_only,/home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpop__entry_only.c,list_rpop,summary,-11,false,0.533652,false,false,false,false,,,,,,,,,,,/home/zhangliwei/eppather/testcase/_eppather_runs/20260516_170850/list/list_list_list_flat_list_rpop_summary_entry_only.log,/home/zhangliwei/eppather/build/cnip -s --maxloop 2 --maxpaths 80 /home/zhangliwei/eppather/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpop__entry_only.c
