project,project_root,source,slice_mode,slice_file,entry,mode,epat_mode,returncode,timeout,seconds,summary_ok,has_function_summaries,has_program_summary,entry_seen,worst_mems,weighted_avg_mems,function_count,summary_case_count,call_edge_count,mems,dfs_time,dp_time,reason,notes,original_returncode,original_timeout,original_log,log,cmd
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_find_chars_or_comment__type_erased.c,ini_find_chars_or_comment,summary,pafi-rs,0,false,0.211094,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_find_chars_or_comment_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_find_chars_or_comment__type_erased.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,semantic_stubbed,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_lskip__semantic_stubbed.c,ini_lskip,summary,pafi-rs,0,false,0.048132,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_lskip_summary_semantic_stubbed.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_lskip__semantic_stubbed.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse__auto_compat.c,ini_parse,summary,pafi-rs,0,false,0.171147,true,true,true,true,2,1 (equal-weight; volce disabled),1,8,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_parse_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse__auto_compat.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_file__auto_compat.c,ini_parse_file,summary,pafi-rs,0,false,0.114435,true,true,true,true,2,1 (equal-weight; volce disabled),1,8,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_parse_file_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_file__auto_compat.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_stream__auto_compat.c,ini_parse_stream,summary,pafi-rs,0,false,0.207373,true,true,true,true,2,1 (equal-weight; volce disabled),1,16,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_parse_stream_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_stream__auto_compat.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_string__auto_compat.c,ini_parse_string,summary,pafi-rs,0,false,0.111004,true,true,true,true,2,1 (equal-weight; volce disabled),1,8,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_parse_string_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_string__auto_compat.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_string_length__auto_compat.c,ini_parse_string_length,summary,pafi-rs,0,false,0.194342,true,true,true,true,2,1 (equal-weight; volce disabled),1,16,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_parse_string_length_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_parse_string_length__auto_compat.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,compat_entry,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_reader_string__compat_entry.c,ini_reader_string,summary,pafi-rs,0,false,0.073270,true,true,true,true,0,0 (equal-weight; volce disabled),1,2,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_reader_string_summary_compat_entry.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_reader_string__compat_entry.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,semantic_stubbed,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_rstrip__semantic_stubbed.c,ini_rstrip,summary,pafi-rs,0,false,0.073774,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_rstrip_summary_semantic_stubbed.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_rstrip__semantic_stubbed.c
inih,/workspace/scratch/a7cf60f43951/testcase/inih,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/inih_ini_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_strncpy0__type_erased.c,ini_strncpy0,summary,pafi-rs,0,false,0.074634,true,true,true,true,2,2 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/inih/inih_inih_ini_flat_ini_strncpy0_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/inih/slices/inih_ini_flat__ini_strncpy0__type_erased.c
