project,project_root,source,slice_mode,slice_file,entry,mode,epat_mode,returncode,timeout,seconds,summary_ok,has_function_summaries,has_program_summary,entry_seen,worst_mems,weighted_avg_mems,function_count,summary_case_count,call_edge_count,mems,dfs_time,dp_time,reason,notes,original_returncode,original_timeout,original_log,log,cmd
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__closure.c,list_at,summary,pafi-rs,-11,false,0.026322,false,false,false,false,,,,,,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_at_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__closure.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,entry_only,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__entry_only.c,list_at,summary,pafi-rs,-11,false,0.024094,false,false,false,false,,,,,,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_at_summary_entry_only.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__entry_only.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__type_erased.c,list_at,summary,pafi-rs,-11,false,0.050894,false,false,false,false,,,,,,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_at_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__type_erased.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,semantic_stubbed,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__semantic_stubbed.c,list_at,summary,pafi-rs,-11,false,0.050123,false,false,false,false,,,,,,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_at_summary_semantic_stubbed.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__semantic_stubbed.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__auto_compat.c,list_at,summary,pafi-rs,0,false,0.075003,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,4,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_at_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__auto_compat.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__closure.c,list_destroy,summary,pafi-rs,-11,false,0.024300,false,false,false,false,,,,,,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_destroy_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__closure.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,entry_only,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__entry_only.c,list_destroy,summary,pafi-rs,-11,false,0.021961,false,false,false,false,,,,,,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_destroy_summary_entry_only.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__entry_only.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__type_erased.c,list_destroy,summary,pafi-rs,0,false,0.060124,false,true,true,true,N/A,N/A,1,0,0,,,,entry function has no available summary path,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_destroy_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__type_erased.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,semantic_stubbed,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__semantic_stubbed.c,list_destroy,summary,pafi-rs,0,false,0.046020,false,true,true,true,N/A,N/A,1,0,0,,,,entry function has no available summary path,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_destroy_summary_semantic_stubbed.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__semantic_stubbed.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__auto_compat.c,list_destroy,summary,pafi-rs,0,false,0.053416,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,2,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_destroy_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__auto_compat.c
